id;imdb_id;popularity;budget;revenue;original_title;cast;homepage;director;tagline;keywords;runtime;genres;production_companies;release_date;vote_count;vote_average;release_year;budget_adj;revenue_adj
16161;tt0255819;0.089976;16000000;29381649;Baby Boy;Tyrese Gibson;;John Singleton;Just a Baby Boy.;single parent|intolerance|condom|bootlegger|fistfight;130.0;Drama;Columbia Pictures;6-27-01;29.0;7.4;2001.0;19703809.8671014;36183151.5923695
3003;tt0302739;0.080857;0;0;The Lost World;Bob Hoskins;;Stuart Orme;;based on novel|dinosaur|sir arthur conan doyle|lost continent;150.0;Adventure;BBC;12-25-01;11.0;6.4;2001.0;0.0;0.0
15098;tt0252684;0.07442;0;0;Manic;Joseph Gordon-Levitt;http://www.ifcfilms.com/viewFilm.htm?filmId=245;Jordan Melamed;;independent film;100.0;Drama;;1-27-01;10.0;6.6;2001.0;0.0;0.0
107548;tt0256692;0.047972;0;0;Chori Chori Chupke Chupke;Salman Khan;;Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla;;musical;155.0;Romance;;03-09-2001;10.0;5.5;2001.0;0.0;0.0
46004;tt0274636;0.0619169999999999;0;0;The Luck of the Irish;Ryan Merriman;;Paul Hoen;;;86.0;TV Movie;;03-09-2001;14.0;5.3;2001.0;0.0;0.0
2029;tt0274155;0.047949;0;0;Tanguy;Eric Berger;;Ã‰tienne Chatiliez;;paris|china|parents kids relationship|flat|mama's boy;108.0;Comedy;Les Productions du Champ Poirier;11-21-01;34.0;5.7;2001.0;0.0;0.0
18828;tt0238948;0.026783;0;0;Double Take;Orlando Jones;;George Gallo;One big shot. One big mouth. The switch is on.;mexico|cia|fbi|train;88.0;Adventure;Touchstone Pictures;01-12-2001;13.0;5.8;2001.0;0.0;0.0
30140;tt0307385;0.011723;0;0;Rivers and Tides;Andy Goldsworthy;;Thomas Riedelsheimer;;rainbow|clay|wool|installation|nova scotia canada;90.0;Documentary;;2-13-01;12.0;7.1;2001.0;0.0;0.0
50573;tt0296845;0.007336;0;0;Little Secrets;Evan Rachel Wood;;Blair Treu;;;96.0;Drama;;10-17-01;14.0;6.4;2001.0;0.0;0.0
57961;tt0286975;0.001349;165000;0;Slashers;Tony Curtis Blondell;;Maurice Devereaux;Are you Game?;;99.0;Comedy;;01-01-2001;11.0;5.5;2001.0;203195.539254484;0.0
155;tt0468569;8.46666799999999;185000000;1001921825;The Dark Knight;Christian Bale;http://thedarkknight.warnerbros.com/dvdsite/;Christopher Nolan;Why So Serious?;dc comics|crime fighter|secret identity|scarecrow|sadism;152.0;Drama;DC Comics;7-16-08;8432.0;8.1;2008.0;187365527.254695;1014733032.48168
10681;tt0910970;5.678119;180000000;521311860;WALLÂ·E;Ben Burtt;http://disney.go.com/disneypictures/wall-e/;Andrew Stanton;An adventure beyond the ordinar-E.;future|garbage|plants|dystopia|lonelyness;98.0;Animation;Walt Disney Pictures;6-22-08;4209.0;7.6;2008.0;182301594.08565;527977683.854196
1726;tt0371746;4.977955;140000000;585174222;Iron Man;Robert Downey Jr.;http://www.ironmanmovie.com/;Jon Favreau;Heroes aren't born. They're built.;middle east|arms dealer|malibu|marvel comic|comic;126.0;Action;Marvel Studios;4-30-08;6220.0;7.3;2008.0;141790128.733283;592656630.491278
8681;tt0936501;3.647612;25000000;226830568;Taken;Liam Neeson;;Pierre Morel;They took his daughter.  He'll take their lives.;kidnapping|fbi agent|agent|missing daughter;93.0;Action;Twentieth Century Fox Film Corporation;2-18-08;3075.0;7.2;2008.0;25319665.8452291;229730967.409741
217;tt0367882;3.16167;185000000;786636033;Indiana Jones and the Kingdom of the Crystal Skull;Harrison Ford;http://www.indianajones.com/site/index.html;Steven Spielberg;The adventure continues . . .;saving the world|riddle|whip|treasure|mexico city;122.0;Adventure;Lucasfilm;5-21-08;1537.0;5.6;2008.0;187365527.254695;796694459.895067
8966;tt1099212;3.107665;37000000;392616625;Twilight;Kristen Stewart;http://www.twilightthemovie.com;Catherine Hardwicke;When you can live forever, what do you live for?;soulmates|vampire|forbidden love|immortality|trust;122.0;Adventure;Summit Entertainment;11-20-08;2013.0;5.8;2008.0;37473105.4509392;397636870.011266
10764;tt0830515;3.086676;200000000;586090727;Quantum of Solace;Daniel Craig;http://www.mgm.com/view/movie/234/Quantum-of-Solace/;Marc Forster;For love, for hate, for justice, for revenge.;killing|undercover|secret agent|james bond;106.0;Adventure;Eon Productions;10-30-08;2149.0;6.0;2008.0;202557326.761833;593584854.505097
9502;tt0441773;3.036644;130000000;631744560;Kung Fu Panda;Jack Black;http://www.kungfupanda.com/;Mark Osborne|John Stevenson;Prepare for awesomeness.;china|martial arts|kung fu|mentor|snake;90.0;Animation;DreamWorks Animation;06-04-2008;1938.0;6.8;2008.0;131662262.395191;639822446.349653
13523;tt1135985;2.90047;19000000;18755936;Sex Drive;Josh Zuckerman;http://www.sexdrivethemovie.com/;Sean Anders;He's leaving virgin territory;sex|jealousy|virgin|nudity|community;109.0;Comedy;Summit Entertainment, LLC;10-16-08;167.0;5.9;2008.0;19242946.0423741;18995761.2853801
11631;tt0795421;2.543535;52000000;609841637;Mamma Mia!;Meryl Streep;;Phyllida Lloyd;Take a trip down the aisle you'll never forget;single parent|greece|musical|daughter|singles;108.0;Comedy;Universal Pictures;6-30-08;805.0;6.2;2008.0;52664904.9580767;617639458.693902
4922;tt0421715;2.537342;150000000;333932083;The Curious Case of Benjamin Button;Cate Blanchett;http://www.benjaminbutton.com/;David Fincher;Life isn't measured in minutes, but in moments.;diary|navy|funeral|tea|travel;166.0;Fantasy;Paramount Pictures;11-24-08;1899.0;7.2;2008.0;151917995.071375;338201950.262453
1735;tt0859163;2.511394;145000000;401128639;The Mummy: Tomb of the Dragon Emperor;Brendan Fraser;http://www.themummy.com/;Rob Cohen;A New Evil Awakens.;;112.0;Adventure;Universal Pictures;07-01-2008;826.0;5.1;2008.0;146854061.902329;406257724.017262
1724;tt0800080;2.349544;150000000;163712074;The Incredible Hulk;Edward Norton;;Louis Leterrier;You'll like him when he's angry.;new york|rio de janeiro|marvel comic|comic|superhero;114.0;Science Fiction;Universal Pictures;06-12-2008;1868.0;6.1;2008.0;151917995.071375;165805400.340377
13223;tt1205489;2.245306;33000000;269958228;Gran Torino;Clint Eastwood;http://www.thegrantorino.com/;Clint Eastwood;Ever come across somebody you shouldn't have messed with?;rape|war veteran|immigration|priest|gang;116.0;Drama;Village Roadshow Pictures;12-09-2008;1809.0;7.6;2008.0;33421958.9157025;273410085.005207
10527;tt0479952;2.217084;150000000;603900354;Madagascar: Escape 2 Africa;Ben Stiller;http://www.madagascar-themovie.com;Eric Darnell|Tom McGrath;Still together. Still lost!;africa|jealousy|dance|hunger|lion;89.0;Family;DreamWorks Animation;10-30-08;1147.0;6.1;2008.0;151917995.071375;611622206.683824
11253;tt0411477;2.188028;85000000;160388063;Hellboy II: The Golden Army;Ron Perlman;;Guillermo del Toro;Saving the world is a hell of a job.;auction|northern ireland|resignation|superhero|rebellion;120.0;Adventure;Universal Pictures;07-11-2008;927.0;6.4;2008.0;86086863.8737792;162438886.428942
8247;tt0489099;2.017536;85000000;222231186;Jumper;Hayden Christensen;http://www.fox.co.uk/jumper;Doug Liman;anywhere is possible.;adolescence|based on novel|loss of child|fight|chase;88.0;Adventure;Dune Entertainment;02-10-2008;1082.0;5.9;2008.0;86086863.8737792;225072774.796359
88751;tt0373051;1.996757;45000000;101702060;Journey to the Center of the Earth;Brendan Fraser;;Eric Brevig;Same Planet. Different World.;volcano|prehistoric|dinosaur|prehistoric creature|3d;93.0;Action;New Line Cinema;07-10-2008;704.0;5.7;2008.0;45575398.5214125;103002486.998857
8909;tt0493464;1.982998;75000000;258270008;Wanted;Angelina Jolie;http://www.wantedmovie.com/;Timur Bekmambetov;Choose your destiny.;assassin|loss of father|secret society|mission of murder|revenge;110.0;Action;Universal Pictures;06-12-2008;1670.0;6.3;2008.0;75958997.5356875;261572412.016186
13179;tt0823671;1.975355;48000000;0;Tinker Bell;Mae Whitman;http://disney.go.com/fairies/movies/about.html;Bradley Raymond;Enter the world of fairies;to tinker|fairy|spring|engineering|gardening;78.0;Animation;DisneyToon Studios;10-27-08;186.0;6.7;2008.0;48613758.42284;0.0
12405;tt1010048;1.929591;15000000;377910544;Slumdog Millionaire;Dev Patel;http://www.foxsearchlight.com/slumdogmillionaire;Danny Boyle|Loveleen Tandan;What does it take to find a lost love? A. Money B. Luck C. Smarts D. Destiny;slum|cheating|suspicion|game show|orphan;120.0;Drama;Celador Films;05-12-2008;1547.0;7.5;2008.0;15191799.5071375;382742747.738751
13387;tt1129442;1.886872;30000000;108979549;Transporter 3;Jason Statham;http://transporter3film.com/;Olivier Megaton;This time, the rules are the same. Except one.;;104.0;Action;Europa Corp;11-26-08;719.0;5.9;2008.0;30383599.014275;110373030.585751
2253;tt0985699;1.845165;75000000;200276000;Valkyrie;Tom Cruise;;Bryan Singer;Many saw evil. They dared to stop it.;berlin|suicide|bomb|assassination|resistance;121.0;Drama;United Artists;12-25-08;725.0;6.6;2008.0;75958997.5356875;202836855.872764
7840;tt0443649;1.841839;105000000;266000000;10,000 BC;Steven Strait;;Roland Emmerich;The legend. The battle. The first hero.;indigenous|lover (female)|pyramid|mammoth|sapient;109.0;Adventure;Centropolis Entertainment;2-22-08;586.0;5.2;2008.0;106342596.549962;269401244.593238
8960;tt0448157;1.800286;150000000;624029371;Hancock;Will Smith;http://www.sonypictures.com/movies/hancock/;Peter Berg;Bad Behavior. Bad Attitude. Real Hero.;flying|alcohol|love of one's life|forbidden love|lovers;92.0;Fantasy;Columbia Pictures;07-01-2008;1764.0;6.0;2008.0;151917995.071375;632008606.053142
12162;tt0887912;1.742288;15000000;42000000;The Hurt Locker;Jeremy Renner;http://www.thehurtlocker-movie.com/;Kathryn Bigelow;You'll know when you're in it.;sniper|explosive|loyalty|us army|iraq;131.0;Drama;Summit Entertainment;10-10-2008;1207.0;7.2;2008.0;15191799.5071375;42537038.619985
9029;tt1033643;1.682909;35000000;170000000;What Happens in Vegas;Ashton Kutcher;;Tom Vaughan;Get Lucky;casino|hotel|roommate|fictitious marriage|romantic comedy;99.0;Comedy;Twentieth Century Fox Film Corporation;05-07-2008;573.0;5.8;2008.0;35447532.1833208;172173727.747558
2454;tt0499448;1.628345;225000000;419651413;The Chronicles of Narnia: Prince Caspian;Ben Barnes;;Andrew Adamson;Hope has a new face.;based on novel|fictional place|lion|human being|wretch;150.0;Adventure;Walt Disney;5-15-08;891.0;6.1;2008.0;227876992.607062;425017341.94553
7446;tt0942385;1.622426;92000000;188072649;Tropic Thunder;Ben Stiller;http://www.tropicthunder.com/;Ben Stiller;The movie they think they're making... isn't a movie anymore.;southeast asia|thunder|land mine|animal skinning|theatrical agent;107.0;Action;DreamWorks SKG;08-09-2008;970.0;6.4;2008.0;93176370.3104434;190477465.092283
13027;tt1059786;1.611632;80000000;178066569;Eagle Eye;Shia LaBeouf;;D.J. Caruso;Don't walk. Run.;artificial intelligence|washington d.c.|secret identity|hostage|technology;118.0;Mystery;DreamWorks SKG;9-25-08;645.0;6.2;2008.0;81022930.7047334;180343441.011457
14574;tt0914798;1.61062;12500000;20416563;The Boy in the Striped Pyjamas;Vera Farmiga;http://www.boyinthestripedpajamas.com/;Mark Herman;Lines may divide us, but hope will unite us.;nationalism|concentration camp|world war ii|gas chamber|nazis;94.0;War;Miramax Films;05-07-2008;746.0;7.6;2008.0;12659832.9226145;20677622.1147228
7555;tt0462499;1.605544;50000000;113244290;Rambo;Sylvester Stallone;http://www.rambofilm.com/;Sylvester Stallone;Heroes never die... They just reload.;missionary|river|boat|pastor|snake;92.0;Action;Rogue Marble;1-24-08;570.0;6.2;2008.0;50639331.6904583;114692303.267209
10483;tt0452608;1.583079;45000000;73762516;Death Race;Jason Statham;http://www.deathracemovie.net/;Paul W.S. Anderson;Get ready for a killer race.;car race|dystopia|matter of life and death|prison guard|car set on fire;105.0;Action;Universal Pictures;8-22-08;743.0;5.9;2008.0;45575398.5214125;74705690.2809348
8328;tt1023481;1.561177;23000000;150816700;Step Up 2: The Streets;Briana Evigan;;Jon M. Chu;It's not where you're from. It's where you're at.;underdog|competition|street gang|hip-hop|breakdance;98.0;Music;Summit Entertainment;2-14-08;369.0;6.4;2008.0;23294092.5776108;152745137.915207
10200;tt0970416;1.559851;80000000;233093859;The Day the Earth Stood Still;Keanu Reeves;;Scott Derrickson;12.12.08 is the Day the Earth Stood Still;extraterrestrial technology|spacecraft|ultimatum|evacuation|panic;103.0;Drama;Twentieth Century Fox Film Corporation;12-10-2008;585.0;5.1;2008.0;81022930.7047334;236074344.818198
11127;tt0844760;1.537337;9000000;0;Starship Troopers 3: Marauder;Casper Van Dien;;Edward Neumeier;Do you have what it takes to be a Citizen?;starships|space marine|melodrama|marauder;105.0;Adventure;Bold Films;7-19-08;75.0;4.3;2008.0;9115079.7042825;0.0
11321;tt0814314;1.531599;55000000;168167691;Seven Pounds;Will Smith;http://www.sonypictures.com/movies/sevenpounds/;Gabriele Muccino;Seven names. Seven strangers. One secret.;vegetarian|tax collector|pianist|blind|organ transplant;123.0;Drama;Columbia Pictures;12-18-08;1235.0;7.4;2008.0;55703264.8595042;170317989.68335
7191;tt1060277;1.499784;25000000;170764026;Cloverfield;Lizzy Caplan;http://www.cloverfieldmovie.com/;Matt Reeves;Some Thing Has Found Us;helicopter|monster|skyscraper|hero|fight;85.0;Action;Paramount Pictures;1-15-08;1373.0;6.4;2008.0;25319665.8452291;172947523.068241
13053;tt0397892;1.480497;150000000;309979994;Bolt;John Travolta;http://disney.go.com/disneypictures/bolt/;Chris Williams|Byron Howard;Fully Awesome. Ridonculous. Let It Begin.;hamster|kids and family|title spoken by character|duringcreditsstinger;96.0;Animation;Walt Disney Pictures;11-20-08;1119.0;6.3;2008.0;151917995.071375;313943594.671445
9870;tt0800039;1.475988;30000000;105173115;Forgetting Sarah Marshall;Jason Segel;http://www.forgettingsarahmarshall.com/;Nicholas Stoller;You lose some, you get some.;hawaii|one-night stand|beauty;111.0;Comedy;Universal Pictures;4-17-08;750.0;6.3;2008.0;30383599.014275;106517925.108074
6972;tt0455824;1.468543;130000000;49554002;Australia;Nicole Kidman;;Baz Luhrmann;Welcome to Australia!;missionary|world war ii|ranch|australia|british;165.0;Drama;Bazmark Films;11-18-08;411.0;6.3;2008.0;131662262.395191;50187630.8773527
10201;tt1068680;1.462377;70000000;225990978;Yes Man;Jim Carrey;;Peyton Reed;One Word Can Change Everything.;bungee-jump|scooter;104.0;Comedy;The Zanuck Company;12-09-2008;1032.0;6.3;2008.0;70895064.3666417;228880641.879861
14306;tt0822832;1.462242;60000000;244082376;Marley & Me;Owen Wilson;http://marleyandmemovie.com/;David Frankel;Heel the love;journalist|based on novel|puppy|dog|duringcreditsstinger;115.0;Comedy;Sunswept Entertainment;12-25-08;820.0;6.8;2008.0;60767198.02855;247203367.961183
12113;tt0758774;1.446456;70000000;113280098;Body of Lies;Leonardo DiCaprio;;Ridley Scott;Trust no one. Deceive everyone.;terror|falsely accused person|dying and death|injection|jordan;128.0;Action;Scott Free Productions;10-10-2008;530.0;6.5;2008.0;70895064.3666417;114728569.130992
4944;tt0887883;1.435434;37000000;163720069;Burn After Reading;George Clooney;;Ethan Coen|Joel Coen;Intelligence is relative.;blackmail|paranoia|fitness-training|plastic surgery|autobiography;96.0;Comedy;Mike Zoss Productions;09-05-2008;738.0;6.3;2008.0;37473105.4509392;165813497.569514
6557;tt0988595;1.400898;30000000;160259319;27 Dresses;Katherine Heigl;http://www.27dressesthemovie.com/;Anne Fletcher;She's about to find the perfect fit.;lovesickness|newspaper|bar|sister sister relationship|new love;111.0;Comedy;Spyglass Entertainment;01-10-2008;610.0;6.1;2008.0;30383599.014275;162308496.226559
2309;tt0494238;1.380024;60000000;57490374;Inkheart;Brendan Fraser;http://www.inkheartmovie.com/;Iain Softley;Every story ever written is just waiting to become real.;book|fairy tale|eavesdropping|adventure|writer's block;106.0;Adventure;New Line Cinema;12-11-2008;302.0;5.8;2008.0;60767198.02855;58225482.35989
8065;tt0478087;1.377239;35000000;69823199;21;Jim Sturgess;http://www.sonypictures.com/movies/21/;Robert Luketic;They proved the Vegas Blackjack System was beatable...by beating the hell out of it.;gambling|card game|professor|harvard university|cohabitant;123.0;Drama;Columbia Pictures;3-27-08;907.0;6.5;2008.0;35447532.1833208;70716002.6769976
8848;tt0200465;1.354387;20000000;64822796;The Bank Job;Jason Statham;http://thebankjobmovie.com/;Roger Donaldson;;infidelity|subway|car dealer|vault|mannequin;112.0;Thriller;Atlas Entertainment;2-28-08;413.0;6.4;2008.0;20255732.6761833;65651661.3549383
12133;tt0838283;1.351237;65000000;128107642;Step Brothers;Will Ferrell;;Adam McKay;They grow up so fast.;becoming an adult|autonomy|childhood trauma|hostility|step brother;98.0;Comedy;Columbia Pictures;7-25-08;678.0;6.6;2008.0;65831131.1975958;129745707.506409
8390;tt0832266;1.341805;0;55447968;Definitely, Maybe;Ryan Reynolds;http://www.definitelymaybemovie.com/;Adam Brooks;Three relationships. Three disasters. One last chance.;lovesickness|love of one's life|narration|lovers|kiss;112.0;Comedy;Universal Pictures;02-08-2008;389.0;6.5;2008.0;0.0;56156960.8622784
8676;tt0770752;1.34132;70000000;111231041;Fool's Gold;Matthew McConaughey;http://www.warnerbros.com/fools-gold;Andy Tennant;This February True Love Takes a Dive.;helicopter|cemetery|boat|mexican standoff|sword;112.0;Comedy;De Line Pictures;02-07-2008;281.0;5.3;2008.0;70895064.3666417;112653311.589479
8456;tt1023111;1.300453;20000000;41627431;Never Back Down;Sean Faris;http://www.neverbackdownthemovie.com/;Jeff Wadlow;Win or lose... Everyone has their fight.;rebel|martial arts|underground|fight|training;115.0;Drama;Summit Entertainment;03-04-2008;276.0;6.5;2008.0;20255732.6761833;42159705.7166133
10189;tt0910936;1.273395;27000000;101624843;Pineapple Express;Seth Rogen;http://www.sonypictures.com/movies/pineappleexpress/;David Gordon Green;Put this in your pipe and smoke it.;marijuana|stoner|roach|lollipop|painting toenails;111.0;Action;Columbia Pictures;08-06-2008;719.0;6.6;2008.0;27345239.1128475;102924282.653355
12163;tt1125849;1.254928;6000000;44703995;The Wrestler;Mickey Rourke;http://www.thewrestlermovie.com/;Darren Aronofsky;Love. Pain. Glory.;supermarket|heart attack|ambition|daughter|wrestling;109.0;Drama;Saturn Films;09-07-2008;539.0;7.0;2008.0;6076719.802855;45275608.6138718
10202;tt0960731;1.22837;80000000;212874442;Bedtime Stories;Adam Sandler;;Adam Shankman;Whatever they dream up... he has to survive.;wishes come true|escapade|disorder|imaginary|miraculous event;99.0;Fantasy;Walt Disney Pictures;12-24-08;599.0;5.8;2008.0;81022930.7047334;215596389.537184
13056;tt0450314;1.210534;20500000;10089373;Punisher: War Zone;Ray Stevenson;http://punisherwarzonemovie.com;Lexi Alexander;Vengeance has a name;broken neck|fbi agent|wall safe|trashed house|aerial shot;102.0;Action;Lionsgate;12-05-2008;147.0;5.5;2008.0;20762125.9930879;10218382.1179151
13051;tt0467197;1.172718;35000000;85416905;Max Payne;Mark Wahlberg;http://www.maxpaynethemovie.com;John Moore;When a Man Has Lost Everything. He Only has Revenge;assassin|based on video game|aftercreditsstinger;100.0;Action;Dune Entertainment;10-16-08;359.0;5.3;2008.0;35447532.1833208;86509099.6853474
13515;tt0790686;1.169851;35000000;72436439;Mirrors;Kiefer Sutherland;;Alexandre Aja;There is evil...On the other side.;spiegel;110.0;Horror;Regency Enterprises;8-15-08;238.0;6.0;2008.0;35447532.1833208;73362657.2199331
7461;tt0443274;1.14205499999999;40000000;151161491;Vantage Point;Dennis Quaid;http://www.vantagepoint-movie.com/index.php;Pete Travis;8 Strangers, 8 points of view.  1 Truth.;bomb|terror|spain|u.s. president|terrorist;90.0;Drama;Columbia Pictures;02-01-2008;455.0;6.2;2008.0;40511465.3523667;153094337.631464
10358;tt1007028;1.133017;24000000;42105111;Zack and Miri Make a Porno;Seth Rogen;http://www.zackandmiri.com;Kevin Smith;What would you do to get out of debt?;pornography|love of one's life|platonic love|pornographic video|best friend;102.0;Comedy;Blue Askew;9-18-08;439.0;6.0;2008.0;24306879.21142;42643493.6358513
11665;tt0425061;1.121487;80000000;230685453;Get Smart;Steve Carell;http://getsmartmovie.warnerbros.com/;Peter Segal;Saving The World...And Loving It!;dancing|spy|terrorist|traitor|airplane;110.0;Action;Village Roadshow Pictures;6-19-08;637.0;5.9;2008.0;81022930.7047334;233635143.412612
15373;tt0430922;1.103468;28000000;92380927;Role Models;Seann William Scott;;David Wain;They're about to get more than they plea-bargained for.;camping|campsite|big brother|friends|community service;99.0;Comedy;Universal Pictures;02-03-2008;328.0;6.3;2008.0;28358025.7466566;93562168.0845004
13486;tt1104123;1.09571;0;0;The Scorpion King: Rise of a Warrior;Michael Copon;http://www.ign.com/scorpionking/;Russell Mulcahy;See how the legend of The Scorpion King began!;mercenary|training|greek;109.0;Fantasy;Universal Pictures;7-19-08;76.0;4.3;2008.0;0.0;0.0
11499;tt0870111;1.09445;0;0;Frost/Nixon;Michael Sheen;;Ron Howard;400 million people were waiting for the truth.;camera|lie|scandal|watergate scandal|richard nixon;122.0;Drama;Imagine Entertainment;10-15-08;151.0;6.8;2008.0;0.0;0.0
11887;tt0962726;1.091878;0;0;High School Musical 3: Senior Year;Zac Efron;http://disney.go.com/disneypictures/highschoolmusical3;Kenny Ortega;;musical|music|high school|coming of age|teenager;116.0;Comedy;Walt Disney Pictures;10-22-08;453.0;6.1;2008.0;0.0;0.0
8055;tt0976051;1.072485;32000000;0;The Reader;Kate Winslet;;Stephen Daldry;Behind the mystery lies a truth that will make you question everything you know.;germany|war crimes|trial|female prisoner|law student;124.0;Drama;Studio Babelsberg;12-10-2008;442.0;7.1;2008.0;32409172.2818933;0.0
9381;tt0364970;1.064766;70000000;72108608;Babylon A.D.;Vin Diesel;http://www.babylonadmovie.com/;Mathieu Kassovitz;Kill or be Killed.;submarine|baby|secret|future|mercenary;101.0;Action;StudioCanal;8-20-08;436.0;5.4;2008.0;70895064.3666417;73030634.3649848
19173;tt1111890;1.056526;0;0;Diario de una ninfÃ³mana;BelÃ©n Fabra;http://www.diariodeunaninfomanalapelicula.com/;Christian Molina;;nymphomaniac|prostitution|red dress|female genitalia|promiscuous past;95.0;Drama;Filmax;10-14-08;44.0;5.6;2008.0;0.0;0.0
8321;tt0780536;1.054819;15000000;32002538;In Bruges;Colin Farrell;http://www.filminfocus.com/film/in_bruges;Martin McDonagh;Shoot first. Sightsee later.;bruges belgium|town square|vietnamese|canadian stereotype|skinned alive;107.0;Comedy;Blueprint Pictures;02-08-2008;794.0;7.3;2008.0;15191799.5071375;32411742.7343699
3580;tt0824747;1.043504;55000000;113020255;Changeling;Angelina Jolie;http://www.changelingmovie.net;Clint Eastwood;To find her son, she did what no one else dared.;corruption|mother|nudity|minister|power;141.0;Crime;Imagine Entertainment;1-30-08;642.0;7.1;2008.0;55703264.8595042;114465403.613703
8204;tt0416236;1.019335;90000000;162839667;The Spiderwick Chronicles;Freddie Highmore;;Mark Waters;Their World Is Closer Than You Think.;brother sister relationship|family relationships|single mother|alternate reality|mother child relationship;95.0;Adventure;Paramount Pictures;2-14-08;276.0;6.2;2008.0;91150797.042825;164921838.191535
13335;tt0481536;1.01377;12000000;43493123;Harold & Kumar Escape from Guantanamo Bay;John Cho;http://www.haroldandkumar.com;Jon Hurwitz|Hayden Schlossberg;This time they're running from the joint.;terrorist|aftercreditsstinger|duringcreditsstinger;107.0;Comedy;New Line Cinema;4-25-08;317.0;6.0;2008.0;12153439.60571;44049253.637018
13401;tt0809504;1.007673;0;22707064;The Accidental Husband;Colin Firth;;Griffin Dunne;;indian|fictitious marriage|blonde|revenge|beautiful woman;90.0;Comedy;Team Todd;2-29-08;105.0;5.2;2008.0;0.0;22997410.9122493
13971;tt1024255;0.988883;0;0;Wild Child;Emma Roberts;;Nick Moore;New Girl. New School. New Rules.;diving|england|boarding school|spoiled child|girls' boarding school;98.0;Comedy;Universal Pictures;01-01-2008;245.0;6.3;2008.0;0.0;0.0
13012;tt1117385;0.978313;2900000;0;Felon;Stephen Dorff;http://www.sonypictures.com/homevideo/felon/;Ric Roman Waugh;No rule. No hope. No way out.;prison|fight|murder|break in;103.0;Crime;Pantry Films;7-17-08;91.0;6.9;2008.0;2937081.23804658;0.0
14059;tt1079448;0.95811;0;0;Snow Buddies;Cynthia Stevenson;;Robert Vince;;;87.0;Family;;02-05-2008;24.0;4.6;2008.0;0.0;0.0
15854;tt1287845;0.957704;0;0;Kung Fu Panda: Secrets of the Furious Five;Jack Black;http://www.kungfupanda.com/;Raman Hui;The Kung Fu Panda story continues;martial arts|kung fu|animation|anthropomorphic animal;25.0;Animation;DreamWorks Animation;11-08-2008;43.0;6.4;2008.0;0.0;0.0
1266;tt0421073;0.95684;20000000;65569869;Street Kings;Keanu Reeves;;David Ayer;Their city. Their rules. No prisoners.;police|los angeles;109.0;Action;Fox Searchlight Pictures;04-10-2008;173.0;6.2;2008.0;20255732.6761833;66408286.903818
12182;tt0981227;0.951793;9000000;32973937;Nick and Norah's Infinite Playlist;Michael Cera;;Peter Sollett;Every night has a soundtrack.;teenager|gay friend|child|based on young adult book;89.0;Comedy;Columbia Pictures;10-03-2008;213.0;6.4;2008.0;9115079.7042825;33395562.6576655
12193;tt0369436;0.943042;80000000;163733697;Four Christmases;Reese Witherspoon;;Seth Gordon;His father, her mother, his mother and her father all in one day.;holiday|baby|vomit|elvis|xbox 360;88.0;Comedy;New Line Cinema;11-26-08;221.0;5.3;2008.0;81022930.7047334;165827299.82576
15157;tt1071358;0.938876;5000000;0;Another Cinderella Story;Selena Gomez;http://anothercinderellastory.warnerbros.com/;Damon Santostefano;Once upon a time....can happen again.;dancer|cinderella|dance|masked ball|fairy tale;90.0;Music;Warner Premiere;9-16-08;205.0;6.2;2008.0;5063933.16904583;0.0
13001;tt0942903;0.938555;7000000;8900000;Stargate: The Ark of Truth;Ben Browder;;Robert C. Cooper;The lines have been drawn. The battle has been waged. Only one thing can save us...;wormhole|supernatural powers|spaceship|alien|stargate;97.0;Adventure;Metro-Goldwyn-Mayer (MGM);03-11-2008;106.0;6.8;2008.0;7089506.43666417;9013801.04090159
12620;tt0852713;0.931752;25000000;70442940;The House Bunny;Anna Faris;http://www.thehousebunny.com/;Fred Wolf;For the girls of ZETA house college life was no party, until Shelley showed up.;virgin|nudity|college|costume|yoga;97.0;Romance;Columbia Pictures;8-22-08;299.0;5.6;2008.0;25319665.8452291;71343668.0782211
13042;tt1245104;0.905428;0;0;Presto;Doug Sweetland;http://www.pixar.com/shorts/presto/index.html;Doug Sweetland;An Amazing Five Minutes Of Animated Fun;stage|banjo|magic|bunny|rabbi;5.0;Animation;Pixar Animation Studios;6-18-08;279.0;8.0;2008.0;0.0;0.0
12180;tt1185834;0.900342;8500000;68282844;Star Wars: The Clone Wars;Matt Lanter;http://www.starwars.com/clonewars/site/index.html;Dave Filoni;;android|jedi|sith|3d animation|clone army;98.0;Thriller;Lucasfilm;08-05-2008;261.0;6.0;2008.0;8608686.38737792;69155951.7216765
11917;tt1132626;0.892309;10800000;113857533;Saw V;Tobin Bell;;David Hackl;You Won't Believe How It Ends;;92.0;Horror;Lionsgate;10-23-08;437.0;5.9;2008.0;10938095.645139;115313387.580886
12177;tt0811138;0.885215;62000000;41819064;The Love Guru;Mike Myers;http://www.lovegurumovie.com/;Marco Schnabel;His Karma is Huge;sport|hockey|guru|comedy|bollywood;87.0;Comedy;Paramount Pictures;6-20-08;144.0;4.5;2008.0;62792771.2961683;42353789.0576101
